industry,business_age_years,num_employees,business_type,gst_registered,region,annual_revenue_lakh,gross_margin_pct,operating_cash_flow_lakh,revenue_growth_yoy_pct,revenue_volatility_6m_pct,debt_to_equity_ratio,current_ratio,accounts_receivable_days,months_on_platform,total_invoices_lifetime,avg_invoice_value_lakh,invoice_frequency_monthly,pct_invoices_paid_on_time,avg_payment_delay_days,max_payment_delay_days,dispute_rate_pct,order_value_trend,has_existing_loans,num_active_loans,existing_loan_lakh,prev_bnpl_defaults,credit_bureau_score,months_oldest_credit,num_credit_enquiries_6m,relationship_tenure_months,num_unique_billers,repeat_order_rate_pct,platform_gmv_lakh,last_order_days_ago,support_tickets_open,sector_bnpl_penetration_pct,macro_gdp_growth_pct,default_probability,bnpl_approved,credit_limit_lakh,credit_source
Manufacturing,7.9,4,LLP,1,Tier-1,38.58,28.73,7.64,2.79,4.15,1.304,1.559,55.2,42,24,1.097,6.58,70.8,4.3,8.4,1.87,declining,0,0,0,0,632,90,2,42,2,86.6,26.33,1,0,22,6.17,0.1379,1,20.03,biller
Manufacturing,3.5,40,Pvt Ltd,1,Tier-2,554.28,23.95,37.06,17.92,31.32,2.231,2.381,69.5,1,27,50.049,2.73,61.7,8.5,14.6,2.33,stable,0,0,0,0,669,16,2,1,2,91.5,1351.32,131,1,22,5.62,0.4651,0,0,none
Healthcare Supplies,11.2,24,Sole Prop,1,Tier-3,2013.16,34.52,387.7,18.84,31.94,0.534,2.967,59.4,39,57,1.316,1.14,80.7,7.5,21.6,1.33,stable,1,4,56.85,0,654,43,1,39,5,69.4,75.01,11,0,20,6.4,0.0998,1,123.08,biller
Manufacturing,1.3,2,Sole Prop,1,Metro,384.83,21.41,82.39,28.16,8.49,1.016,0.957,33.1,5,9,8.288,3.78,85.1,8.1,28.6,2.01,growing,0,0,0,0,786,34,1,5,9,54.2,74.59,2,1,22,6.68,0.2117,1,23.15,platform
IT Services,4,22,Partnership,1,Metro,62.58,39.04,14.66,6.18,19.93,2.558,3.844,43,1,13,6.096,34.76,82,0,9.8,1.59,growing,0,0,0,0,626,63,0,1,6,59.2,79.25,36,0,35,9.48,0.2402,1,9.43,platform
Professional Services,5.7,6,Pvt Ltd,0,Tier-1,630.12,30.58,160.29,33.91,19.82,0.996,1.159,56.8,50,218,4.897,14.79,89.1,0.4,1.1,0.7,declining,1,4,1.87,1,617,49,2,50,5,66.2,1067.55,3,0,30,6.28,0.62,0,0,none
Manufacturing,4.1,2,Pvt Ltd,1,Tier-1,168.93,6.85,6.88,-6.59,28.66,3.063,1.557,72.2,9,81,0.772,2.29,95.5,8.4,10,1.29,growing,1,2,11.99,1,590,43,2,9,3,48.8,62.53,2,0,22,7.41,0.742,0,0,none
Professional Services,11.5,14,LLP,1,Tier-2,163.48,20.4,19.04,23.6,17.46,4.203,0.985,66.3,6,1,3.461,18.83,68.7,10.8,27.1,1.74,stable,1,4,676.71,0,682,26,1,6,5,78.7,3.46,3,1,30,4.99,0.416,0,0,none
Professional Services,23.3,22,Pvt Ltd,1,Metro,91.89,25.9,17.7,-12.04,4.52,4.029,1.855,66.4,8,10,80.465,12.86,83,19.5,25.5,1.52,declining,1,3,29.66,0,701,0,1,8,7,71.8,804.65,48,0,30,6.57,0.2147,1,53.04,platform
Logistics & Freight,1.1,14,Partnership,1,Tier-2,209.88,13.64,1.43,-27.8,6.8,0.878,1.284,53.1,37,147,3.957,2.64,68.2,1,3.9,2.23,stable,1,4,10.58,0,688,58,1,37,7,72,581.68,0,0,15,7.73,0.2688,1,44.13,biller
Manufacturing,1.2,10,Pvt Ltd,1,Tier-2,164.13,34.95,39.75,20.25,18.96,0.572,1.243,67.5,5,12,2.455,38.87,83.3,4.1,5.5,1.03,growing,0,0,0,0,586,34,1,5,2,86.1,29.46,73,2,22,6.34,0.3539,1,10.04,platform
Retail (B2B),1.2,8,Pvt Ltd,1,Tier-1,6.26,2,0.01,67.11,3.27,2.189,2.024,61,37,19,1.626,3.47,43.8,8.6,15.2,2.61,stable,1,4,7.19,0,750,52,1,37,3,71.1,30.89,22,0,28,6.07,0.3948,1,14.27,biller
IT Services,6.2,183,Partnership,0,Rural,187.96,31.65,34.46,14.41,2.15,1.196,1.538,13.9,2,10,0.964,11.02,42.7,6.1,12,0.41,stable,0,0,0,0,571,41,2,2,7,73.1,9.64,37,0,35,7.47,0.6576,0,0,none
Retail (B2B),2.8,3,LLP,1,Metro,149.51,30.28,17.71,3.82,23.45,1.234,1.184,51.3,2,41,5.233,1.11,97.1,5.3,25.2,2.01,stable,1,3,12.44,0,724,3,3,2,5,45.8,214.55,111,0,28,8.09,0.2631,1,18.92,platform
Retail (B2B),7.1,31,Sole Prop,1,Metro,294.58,2,1.83,32.84,41.42,6.281,1.292,28,10,5,7.339,1.7,66.3,2.8,13.1,1.14,declining,0,0,0,0,622,45,1,10,3,45.6,36.7,8,0,28,6.41,0.5932,0,0,none
Professional Services,3.1,12,Sole Prop,1,Tier-2,10.92,23.24,2.46,-0.89,8.76,1.18,2.225,27.9,6,13,11.582,8.34,62.1,10.6,14.3,3.2,growing,1,2,5.33,0,751,35,2,6,1,62.2,150.57,9,0,30,7.32,0.2915,1,12.89,platform
Manufacturing,5.4,4,Sole Prop,1,Tier-1,371.22,16.78,54.81,-27.3,13.39,0.757,0.866,48.1,1,38,0.922,4.56,37.7,9.5,26.3,2.34,growing,0,0,0,0,626,35,1,1,2,79,35.04,2,0,22,5.71,0.5836,0,0,none
Construction,7.8,11,Sole Prop,1,Tier-1,188.68,39.01,37.61,26.85,14.19,0.1,1.926,44.9,11,323,2.786,8.66,78,15.4,16.3,3.46,growing,0,0,0,0,689,52,0,11,3,63.4,899.88,52,0,10,5.46,0.1909,1,63.33,platform
Wholesale Trade,4.5,2,Partnership,1,Tier-2,362.56,11.95,43.33,39.09,17.44,0.56,0.951,40.4,5,16,6.001,14.3,63.3,4.2,9.8,0.68,stable,0,0,0,0,673,60,1,5,4,69.5,96.02,13,0,18,4.96,0.3762,1,17.33,platform
Logistics & Freight,4.4,6,LLP,0,Rural,18.53,31.59,4.97,10.58,6.45,1.051,2.169,19.4,11,18,0.27,2.09,79.3,17.7,28.8,2.33,stable,0,0,0,0,585,11,1,11,3,63.1,4.86,99,1,15,5.91,0.5101,0,0,none
Professional Services,1,11,Partnership,0,Tier-1,32.18,33.98,6.13,14.25,13.97,2.763,3.255,41.8,13,870,5.067,4.74,95.3,3.9,15.7,0.18,declining,1,1,41.53,0,531,30,1,13,5,85.7,4408.29,1,0,30,6.24,0.4222,0,0,none
Retail (B2B),3.1,2,Partnership,1,Tier-1,13.13,17.29,0.29,-4.18,22.98,4.089,1.081,21.2,4,2,0.49,7.85,87.4,1.2,5,0.69,growing,1,2,223.34,3,550,65,2,4,3,78.9,0.98,10,0,28,6.97,0.9374,0,0,none
Manufacturing,4.4,21,Partnership,1,Tier-3,222.48,37.57,48.09,4.75,9.22,1.452,1.065,51.2,24,20,0.833,11.79,73.2,5.2,24.9,3.34,growing,0,0,0,0,548,62,1,24,8,66,16.66,2,0,22,6.53,0.4138,0,0,none
Construction,3.6,4,Pvt Ltd,1,Tier-1,111.82,17.01,8.41,12.45,15.11,0.97,4.396,44.4,10,7,5.038,1.65,90.5,42.6,43.7,3.04,growing,1,1,413.96,0,571,62,0,10,5,67.3,35.27,12,0,10,7.05,0.435,0,0,none
Construction,12.1,2,Pvt Ltd,1,Tier-2,148.18,37.99,27.27,8.9,25.35,0.884,2.45,57.5,19,8,0.702,1.34,68.1,16.4,16.8,2.36,declining,1,3,19.82,0,552,8,0,19,5,72.2,5.62,4,0,10,5.27,0.3475,1,12.27,platform
Construction,12.4,3,Pvt Ltd,1,Rural,25.8,53.25,9.66,8.72,14.68,1.798,1.419,25.1,13,45,0.735,5.2,49.5,0,0.7,0.84,stable,1,2,12.58,0,877,38,2,13,5,91.2,33.08,41,0,10,8.09,0.3315,1,8.84,biller
Retail (B2B),9.1,133,Sole Prop,1,Metro,33.32,33.16,4.89,-54.82,1,0.719,1.585,68.7,12,17,32.661,15.11,77.4,0.2,12.1,1.37,growing,0,0,0,0,600,55,4,12,4,78.2,555.24,14,0,28,9.19,0.1772,1,38.39,platform
Manufacturing,2.9,1,Pvt Ltd,1,Tier-1,5.5,29.35,1.5,11.3,7.74,2.687,0.916,49.1,23,60,0.437,5.18,65.5,5.7,8.2,1.8,growing,0,0,0,0,631,85,2,23,4,35.8,26.22,41,0,22,7.53,0.4898,0,0,none
Professional Services,6.8,19,Partnership,1,Tier-2,27.56,16.32,2.1,-18.55,3.58,3.424,0.578,112.7,6,46,14.312,2.07,83.5,0.4,10.7,0.45,growing,1,3,238.36,2,613,5,0,6,3,67,658.35,1,1,30,7.62,0.8358,0,0,none
Professional Services,3,5,LLP,1,Tier-3,72.96,44.28,11.13,17.51,26.83,3.589,1.617,27.9,17,5,5.562,2.66,67.9,6.6,6.8,2.25,declining,0,0,0,3,449,7,1,17,8,71.2,27.81,14,0,30,6.35,0.9508,0,0,none
IT Services,1.8,8,Partnership,1,Metro,78.44,32.66,19.53,29.15,12.39,0.42,1.295,77.8,4,4,6.82,3.47,62.2,11.1,16.9,1.08,stable,0,0,0,0,762,24,3,4,6,96.1,27.28,10,1,35,5.76,0.2992,1,9.13,biller
FMCG Distribution,2.6,23,Pvt Ltd,1,Metro,164.9,16.47,16.11,19.2,18.47,1.78,2.278,29.7,16,57,36.898,1.05,95.2,3.4,4.8,1.93,growing,1,2,3.66,0,663,8,1,16,7,75.8,2103.19,36,3,25,7.41,0.1485,1,115.88,biller
IT Services,0.9,22,Sole Prop,0,Metro,526.52,39.99,171.36,-14.96,27.97,1.14,1.659,65.8,7,3,1.868,4.42,72.2,35.2,37.4,1.28,growing,1,1,11.78,1,539,0,3,7,4,75.6,5.6,20,0,35,6.45,0.929,0,0,none
IT Services,2.5,5,Pvt Ltd,0,Tier-1,69.09,23.32,10.36,-8.68,2.54,0.33,1.386,55.1,1,9,12.176,2.41,99,10.8,13.7,1.27,declining,1,4,6.06,0,710,0,0,1,7,95.1,109.58,56,0,35,6.49,0.2066,1,12.47,biller
Manufacturing,3.6,2,Partnership,1,Tier-1,359.35,30.12,27.35,6.67,41.64,1.278,1.355,15.1,30,31,0.155,4.4,73.6,4.9,7.9,1.19,declining,0,0,0,0,777,52,1,30,6,79,4.8,14,0,22,5.42,0.2207,1,27.91,biller
IT Services,16.1,24,Partnership,1,Tier-2,538.92,17.08,62.22,25.07,13.95,0.988,0.711,39.3,2,65,13.513,18.1,85.4,9.9,12.7,0.83,growing,0,0,0,0,754,38,2,2,2,58.1,878.34,98,1,35,7.21,0.1434,1,78.68,platform
IT Services,2.4,22,Pvt Ltd,0,Tier-2,906.92,10.74,36.33,27.89,20.36,0.932,0.936,64,10,22,1.956,11.63,89.6,4,4.8,3.95,stable,0,0,0,0,501,62,1,10,4,79.3,43.03,12,0,35,5.6,0.4902,0,0,none
Wholesale Trade,12.1,8,Pvt Ltd,1,Metro,359.85,11.36,26.02,15.21,7.95,4.878,0.954,40.8,20,88,3.036,7.53,80,54.2,86.3,1.99,stable,0,0,0,1,805,23,0,20,3,67.2,267.17,11,0,18,4.05,0.7828,0,0,none
IT Services,1.8,19,Pvt Ltd,1,Tier-1,200.86,17.42,15.76,-11.28,5.34,0.397,2.394,64.9,2,11,1.828,3.11,96.2,2.3,54.5,1.72,declining,1,2,8.3,0,560,25,0,2,6,63.6,20.11,6,0,35,6.92,0.1541,1,12.19,platform
Healthcare Supplies,1.6,7,Pvt Ltd,1,Tier-2,39.96,28.16,6.17,31.48,15.25,1.274,2.21,56.3,9,45,2.057,8.81,86.6,21.5,35,0.24,declining,0,0,0,0,709,63,3,9,2,83,92.56,3,1,20,6.64,0.2412,1,12.24,platform
Construction,4.2,4,Pvt Ltd,0,Metro,265.47,18.42,29.87,7.48,8.9,1.562,1.844,66.9,3,15,0.273,1.51,86.3,15.1,30.4,1.13,declining,0,0,0,0,528,45,2,3,7,60.7,4.1,8,0,10,7.56,0.5668,0,0,none
Logistics & Freight,6.1,12,Public Ltd,1,Tier-3,107.04,12.5,10.48,0.05,15.91,0.163,3.914,55.4,34,57,12.324,2.16,65.9,20.8,27.5,0.68,stable,1,1,9.38,0,586,39,1,34,3,67.9,702.47,14,0,15,7.23,0.2814,1,43.62,biller
FMCG Distribution,0.7,21,Partnership,0,Metro,1245.24,10.59,60.95,-1.74,6.29,1.411,1.867,26.3,10,17,2.958,3.43,63.1,13.6,14.8,3.47,growing,1,1,28.26,0,726,0,1,10,4,42.6,50.29,26,1,25,6.44,0.476,0,0,none
Wholesale Trade,1.7,17,LLP,1,Metro,205.98,37.2,3.83,-22.44,1.26,1.613,1.705,46.4,9,18,0.216,10.24,97.2,22.9,51.8,0.36,stable,1,4,17.27,1,628,36,2,9,3,64.7,3.89,23,1,18,7.93,0.6714,0,0,none
Logistics & Freight,3.5,21,Partnership,1,Tier-2,144.9,20.53,10.73,30,9.83,2.628,1.278,48.8,13,64,4.941,2.43,19,5.9,9.3,1.13,growing,1,3,35.79,0,569,12,0,13,5,86.7,316.22,12,1,15,7.38,0.8031,0,0,none
Healthcare Supplies,2.5,5,Sole Prop,1,Tier-1,1315.93,2,16.67,5.5,3.62,0.145,1.445,45.1,9,36,0.607,5.09,98.8,54.4,61.6,1.42,growing,1,3,5.74,1,520,26,2,9,3,68.9,21.85,19,0,20,4.72,0.8232,0,0,none
Logistics & Freight,6.7,69,Pvt Ltd,1,Rural,92.27,21.91,18.1,-5.84,45.4,1.292,1.071,30.2,45,7,13.473,1.65,71.5,6.8,11.3,0.45,stable,0,0,0,0,632,85,0,45,4,91.6,94.31,1,0,15,6.38,0.3028,1,24.2,biller
Retail (B2B),4.1,8,Pvt Ltd,1,Tier-1,180.46,17.02,20.73,20.15,16.83,0.909,2.999,40.2,18,377,7.619,8.24,80.5,11,13.8,3.47,growing,1,4,12.36,0,650,0,0,18,5,80.5,2872.36,6,0,28,5.43,0.2184,1,161.32,biller
Manufacturing,1.4,10,Partnership,1,Tier-3,3020.41,24.45,626.92,23.75,17.67,1.784,2.095,56.8,27,2,0.329,6.99,95.4,4.9,10.4,1.21,stable,0,0,0,0,558,72,0,27,1,80.5,0.66,4,0,22,5.53,0.2279,1,125.77,biller
FMCG Distribution,11.7,2,LLP,0,Tier-2,263.15,15.19,25.56,-26.65,4.08,1.768,1.514,45.9,2,4,4.425,12.84,70,5.6,12,1.54,declining,0,0,0,0,655,52,1,2,5,73,17.7,28,1,25,3.33,0.3248,1,11.68,platform
IT Services,2.2,9,Pvt Ltd,1,Metro,875.85,37.44,214.63,39.01,8.03,1.657,1.486,5,30,98,0.789,4.19,95.2,1.3,1.6,4.11,growing,1,1,168.62,0,619,54,1,30,5,76.1,77.32,33,1,35,7.2,0.1659,1,56.84,biller
FMCG Distribution,7.1,21,Partnership,1,Rural,1488.18,20.16,161.86,52.43,9.96,1.493,3.114,70.9,10,81,4.192,9.46,89.9,18.8,18.8,1.24,growing,0,0,0,3,637,18,2,10,4,80,339.55,0,1,25,6.87,0.7723,0,0,none
Logistics & Freight,8.1,28,Pvt Ltd,1,Tier-2,83.71,19.48,14.06,10.04,26.47,1.275,2.339,36.1,15,39,5.079,1.24,82.7,27.5,36.7,3.19,stable,1,2,67.33,0,735,3,0,15,4,65.2,198.08,145,1,15,7.29,0.1906,1,21.98,platform
Construction,17,67,Partnership,1,Metro,646.96,18.21,117.81,12.79,1,1.488,1.117,12.4,14,17,3.189,1.99,96.5,0.2,5.1,0.34,declining,0,0,0,0,513,41,4,14,1,81.8,54.21,10,0,10,7.1,0.2474,1,32.07,biller
Healthcare Supplies,4,21,Sole Prop,1,Metro,113.77,27.68,11.3,55.87,11.57,0.307,0.798,45,14,17,8.115,2.93,93.7,7.4,15.5,1.61,stable,1,4,155.51,0,591,66,1,14,3,49.6,137.96,23,0,20,8.46,0.1845,1,17.65,platform
Construction,5.3,16,Sole Prop,0,Metro,3152.39,26.74,553.13,-13.86,19.41,8,1.472,32.7,17,28,77.501,1.98,61.6,5.2,18,2.02,stable,0,0,0,0,732,33,4,17,5,75.8,2170.03,12,0,10,4.24,0.7163,0,0,none
Retail (B2B),2.5,7,Pvt Ltd,1,Tier-2,1367.95,17.31,71.52,-2.43,8.11,2.275,1.882,27.2,4,19,4.621,4.45,63.9,2.7,10.3,1.69,growing,1,2,60.04,0,663,48,2,4,7,96.6,87.8,27,0,28,6.5,0.4278,0,0,none
IT Services,6.2,5,Pvt Ltd,1,Metro,513.17,22.29,114.39,19.63,1.62,5.119,0.7,48.5,11,11,25.481,12.7,39.7,0.9,11.7,0.77,growing,0,0,0,0,760,0,4,11,6,81.6,280.29,13,0,35,8.02,0.5095,0,0,none
Healthcare Supplies,3.6,35,Partnership,1,Tier-1,782.46,18.96,95.35,30.95,1,1.356,0.688,72.8,4,32,9.549,3.91,91.1,4.4,23.9,1.89,stable,1,2,33.39,0,748,27,1,4,6,90.4,305.57,14,1,20,3.92,0.1494,1,56.64,biller
Retail (B2B),3.4,34,Public Ltd,1,Tier-3,68.45,32.2,13.11,8.76,13.15,2.09,1.348,54.3,2,57,7.801,3.18,81.1,4.9,15.9,0.88,growing,1,1,203.52,0,696,30,1,2,5,77,444.66,0,1,28,6.71,0.397,1,22.01,platform
Retail (B2B),10.2,3,Partnership,1,Tier-1,2007.34,6.53,41.34,-8.27,10.44,0.372,2.408,17.7,18,19,3.577,13.73,90.5,23.2,38.4,2.25,declining,0,0,0,3,473,0,0,18,4,47.3,67.96,4,1,28,7.37,0.7602,0,0,none
Wholesale Trade,0.8,26,Partnership,0,Tier-3,51.1,17.91,4.98,33.76,24.3,5.126,1.837,39.7,11,62,1.779,1.54,58.8,13.4,28.7,4.66,declining,1,4,3.08,0,681,23,1,11,1,70.4,110.3,14,0,18,9.25,0.7825,0,0,none
Professional Services,11.2,24,Partnership,0,Tier-3,320.49,19.65,36.6,7.85,7.2,3.962,1.733,36.5,1,19,4.813,3.76,86.1,4.5,6.2,6.11,growing,1,3,6.34,0,773,24,0,1,6,73.5,91.45,3,0,30,5.72,0.2753,1,18.96,platform
Wholesale Trade,10.1,3,Pvt Ltd,1,Tier-3,66.72,38.74,8.57,8.03,10.85,0.632,1.395,55.5,18,15,7.953,2.45,64.1,0.2,8,1.07,growing,0,0,0,0,663,30,2,18,4,83.8,119.3,52,0,18,6.71,0.2491,1,16.38,biller
Construction,4,22,Sole Prop,0,Tier-1,604.59,36.1,139.19,26.6,26.75,0.832,2.623,6.5,4,28,0.638,4.85,49.2,31.1,32.8,1.91,declining,1,3,17.53,1,683,46,1,4,2,39.6,17.86,10,1,10,6.95,0.9481,0,0,none
IT Services,3.9,3,Pvt Ltd,1,Rural,2086.21,26.71,214.71,38.11,1,1.171,2.345,56.7,11,136,1.224,3.07,57.6,0.2,8,2.75,growing,0,0,0,0,716,42,4,11,4,70,166.46,24,0,35,6.61,0.3132,1,78.49,platform
IT Services,2.7,1,Sole Prop,1,Metro,341.09,10.07,24.34,12.79,13.84,1.86,4.176,26.5,3,43,1.845,1.39,59.3,18.4,19.9,1.16,stable,1,2,52.67,0,792,33,3,3,7,87.3,79.33,6,1,35,6.15,0.312,1,17.02,platform
Construction,26.2,10,Partnership,1,Tier-1,281.78,22.69,22.6,17.57,22.51,1.135,1.538,33.6,16,115,5.806,3.74,81.6,1.6,6.5,6.38,growing,0,0,0,0,592,0,1,16,7,71,667.69,17,0,10,5.88,0.2171,1,51.14,platform
Wholesale Trade,1.1,16,Sole Prop,1,Tier-1,154.61,44.56,44.04,28.93,29.07,2.35,2.985,63.4,2,17,19.052,3.24,54,0.6,6.4,1.4,growing,1,4,106.26,0,816,49,1,2,3,39.8,323.88,12,0,18,4.09,0.4142,0,0,none
Logistics & Freight,5,10,Pvt Ltd,1,Tier-3,208.65,20.22,23.27,3.47,2.46,1.641,1.364,51.7,12,35,1.022,3.44,55.6,5.7,15.2,2.94,growing,1,4,14.2,0,763,21,3,12,4,86.4,35.77,1,1,15,6.4,0.4025,0,0,none
Healthcare Supplies,6.2,285,LLP,1,Tier-2,113.29,23.54,18.01,-2.97,18.72,1.682,1.392,55.8,37,72,1.316,1.46,77.9,33.4,44.2,4.31,growing,1,1,6.11,0,650,39,3,37,6,72,94.75,7,1,20,7.6,0.3564,1,20.38,biller
FMCG Distribution,14.1,18,Pvt Ltd,1,Tier-2,1784.13,24.24,277.39,0.64,15.41,1.385,1.942,64.4,19,12,0.786,5.49,92.6,16.5,26.9,1.48,growing,0,0,0,0,569,48,0,19,4,96.6,9.43,16,1,25,3.92,0.1383,1,92.03,biller
Manufacturing,8.1,14,Sole Prop,1,Tier-1,550.91,11.8,40.54,-10.41,4.62,4.074,1.488,39.4,20,4,1.119,6.5,76.6,0.6,9.2,2.82,growing,0,0,0,0,454,45,5,20,4,59.7,4.48,12,0,22,7.87,0.5709,0,0,none
FMCG Distribution,5.7,19,Sole Prop,1,Metro,111.46,12.29,5.69,-13.76,2.68,2.658,1.307,25.1,23,6,2.275,4.37,64.6,5,11.6,0.59,stable,1,4,9.38,0,583,55,1,23,3,66.8,13.65,47,1,25,7.67,0.3943,1,11.47,platform
Construction,1.1,7,Partnership,1,Tier-2,197.27,12.28,17.89,52.42,2.35,1.005,2.17,50.2,60,65,5.686,3.3,74.2,14.4,32,3.01,stable,0,0,0,0,509,52,3,60,9,80.7,369.59,29,0,10,5.82,0.3659,1,40.62,biller
FMCG Distribution,2.8,33,Pvt Ltd,1,Tier-1,10745.54,18.42,1329.79,-9.89,52.13,2.817,1.247,61.5,1,218,3.049,2.27,78.2,3.2,13,1.68,growing,1,4,22.82,0,705,36,3,1,2,75.6,664.68,6,0,25,7.56,0.4815,0,0,none
IT Services,1.2,18,Public Ltd,0,Metro,265.34,27.31,55.02,13.43,26.8,0.675,4.648,46.3,12,11,2.684,2.96,84.6,6.6,17.3,4.09,declining,0,0,0,1,572,46,1,12,6,47.5,29.52,13,0,35,6.94,0.7869,0,0,none
Logistics & Freight,11.2,17,Pvt Ltd,1,Tier-1,1385.94,24.04,197.8,6.29,15.69,0.876,2.04,71.5,33,10,13.709,13.32,92.9,10.4,29.2,0.28,stable,1,2,13.1,0,703,0,2,33,3,55.1,137.09,2,1,15,4.01,0.0741,1,77.55,platform
Professional Services,7.4,6,LLP,1,Metro,80.87,28.09,12.61,28.97,6.56,2.732,2.166,38.5,26,353,2.218,3.04,84,27.4,28.1,2.12,growing,0,0,0,0,620,11,2,26,3,88.7,782.95,0,1,30,6.67,0.2314,1,54.9,biller
FMCG Distribution,7.6,2,Pvt Ltd,1,Tier-3,351.79,47.92,58.37,10.32,20.62,2.131,1.999,40.9,2,2,2.603,4.73,67.6,1.1,5.8,1,growing,0,0,0,0,595,32,0,2,3,84.5,5.21,19,2,25,5.85,0.3264,1,16.04,platform
IT Services,5.8,7,Partnership,1,Metro,75.62,53.14,17.47,35.74,2.83,1.66,4.218,22.2,6,92,3.79,4.88,85.1,18.4,25.8,3.89,declining,1,2,3.47,0,793,33,1,6,5,70.3,348.68,12,1,35,5.59,0.1207,1,28.42,platform
Retail (B2B),4,16,Pvt Ltd,1,Tier-2,85.68,23.13,9.55,5.41,18.25,1.969,3.374,26.1,3,42,3.009,2.12,94.1,0.1,1.6,1.98,growing,1,2,96.45,0,653,77,1,3,6,76.4,126.38,21,0,28,8.86,0.2223,1,13.76,platform
Retail (B2B),1.3,7,Pvt Ltd,1,Tier-2,550.73,33.08,153.1,12.91,23.37,5.016,2.809,49.3,28,26,2.61,2.94,71.6,18.7,28.5,1.13,growing,0,0,0,0,671,42,1,28,4,67.2,67.86,6,0,28,6.04,0.5214,0,0,none
Retail (B2B),2.5,16,Pvt Ltd,1,Rural,51.74,29.91,4.47,23.02,13.39,1.292,3.481,19.4,13,28,1.056,5.49,84.8,1.9,3.4,3.78,growing,0,0,0,0,589,14,2,13,5,74.5,29.57,39,0,28,6.17,0.3533,1,9.24,platform
Retail (B2B),1.2,9,Pvt Ltd,1,Tier-3,34.16,34.92,3.16,11.98,9,1.352,1.635,43.8,25,30,0.694,2.62,90.2,3.6,8.2,2.58,stable,0,0,0,0,514,26,1,25,2,50,20.82,0,0,28,5.8,0.3308,1,11.92,platform
Manufacturing,7,19,Public Ltd,1,Tier-1,473.11,34.5,95.05,18.54,9.85,4.053,2.859,44.2,16,28,4.39,2.26,64.6,0.8,10.6,0.58,declining,0,0,0,0,665,48,2,16,2,48.3,122.92,0,0,22,8.18,0.3595,1,25.67,platform
FMCG Distribution,1.4,4,Sole Prop,1,Metro,91.52,15.66,5.85,13.67,24.69,0.581,1.93,56.7,9,41,1.175,1.06,83.9,10.5,14.6,3.26,declining,0,0,0,0,720,41,0,9,6,80.5,48.18,22,1,25,7.09,0.1678,1,11.06,platform
Wholesale Trade,6.6,15,Pvt Ltd,1,Tier-2,122.49,45.78,28.28,-20.27,14.52,0.932,3.018,64.2,48,3,1.292,7.57,49.9,9.1,10.7,2.12,stable,0,0,0,0,784,101,2,48,4,46.2,3.88,24,0,18,7.23,0.1954,1,23.07,platform
Construction,6.4,6,Pvt Ltd,1,Metro,14.56,40.37,2.88,23.31,31.55,2.321,1.756,55,26,31,1.259,2.55,37.1,2,18.7,2.01,stable,0,0,0,1,668,28,2,26,3,75.3,39.03,15,1,10,5,0.8702,0,0,none
Manufacturing,3.6,2,Sole Prop,1,Metro,30.66,33.6,4.56,31.55,3.27,0.816,1.836,88.3,27,61,6.442,2.02,66.7,3.5,13.9,0.09,declining,1,3,4.65,0,754,33,3,27,5,78.9,392.96,7,0,22,7.07,0.1476,1,33.82,biller
Retail (B2B),1.2,10,Partnership,0,Metro,246.89,30.23,30.54,5.41,2.32,1.406,0.987,47.3,52,7,0.987,4.21,89.8,21.3,23.8,0.14,stable,0,0,0,2,476,12,2,52,5,52,6.91,2,0,28,8.14,0.9257,0,0,none
Wholesale Trade,2.4,66,LLP,0,Tier-2,130.71,26.78,12.85,3.9,15.84,0.527,0.828,79.8,3,57,0.39,5.76,88.1,6.9,8.4,2.91,declining,1,1,13.01,0,706,32,2,3,6,57.8,22.23,0,1,18,4.74,0.4156,0,0,none
Manufacturing,2.4,2,Partnership,1,Metro,647.32,24.46,80.38,13.87,19.52,1.666,2.727,5,28,30,2.584,2.85,87.1,9.3,19,2.65,growing,0,0,0,0,691,33,0,28,3,36,77.52,0,2,22,6.28,0.1709,1,39.62,platform
Healthcare Supplies,6.5,13,Sole Prop,1,Metro,51.44,31.45,3.79,46.91,14.33,0.378,1.828,52.1,19,10,1.488,17.01,82.6,13.9,17.8,0.58,growing,0,0,0,0,742,7,1,19,1,77.8,14.88,32,0,20,3.15,0.088,1,13.63,biller
FMCG Distribution,1.1,29,Partnership,1,Metro,143.67,25.05,27.04,2.31,29.02,0.47,2.056,37.3,1,8,2.132,12.58,81.5,10.1,17.1,1.39,stable,1,1,10.94,0,750,11,1,1,2,31.1,17.06,6,0,25,7.08,0.211,1,10.13,platform
Manufacturing,9.3,152,Sole Prop,1,Tier-3,193.46,26.54,19.45,20.45,5.55,1.721,1.918,51.9,2,7,4.904,3.79,71.4,0.2,2.4,0.73,declining,1,3,61.74,3,572,53,2,2,5,70.8,34.33,25,0,22,5.77,0.8164,0,0,none
IT Services,7.7,7,Pvt Ltd,1,Tier-1,136.21,22.28,21.65,4.5,15.17,2.727,1.117,51.5,41,5,7.158,5.65,82.4,22,35.6,1.07,growing,1,2,9.52,0,747,9,0,41,2,52.1,35.79,6,0,35,7.52,0.1709,1,26.46,platform
